source,id,doi,title,abstract,authors,published,pdf_url,topics,journal,assigned_sectors,provenance_sources,query_sector
UNZA DSpace,oai:dspace.unza.zm:123456789/6357,,The impact of compulsory computer studies at junior secondary on ict literacy in secondary schools in Livingstone district,"Thesis; In 2014, the Zambian Government through the Ministry of Education introduced ICT as a compulsory subject at junior secondary despite schools having inadequate facilities. This was a source of concern to many. The study aimed at investigating the impact of making ICT Subject Compulsory at Junior Secondary. The specific objectives were to investigate the availability of specialised ICT Teachers, to find out the availability of ICT Equipment and Infrastructure and to establish the impact of making ICT subject compulsory at junior secondary on ICT Literacy.
The study was mainly qualitative using Primary Data with a component of Quantitative using Secondary Data. On purpose, the Examination Standards Officer (ESO) and Statistician at DEBS, 15 Head teachers, 26 teachers were selected while 40 pupils in groups of 10 were randomly selected. Data was collected through Interviews, questionnaires, focus group discussions and observations. Thematic analysis and quick impressionist summary in form of narrative reports were mainly used to analyse Primary Data. For Secondary Data in form of G9 ICT ECZ Examination Results, descriptive statistics using Microsoft Excel was employed.
Findings indicated that of the 15 Public Secondary Schools surveyed, three (03) (20%) had specialised ICT teachers while 12 (80%) Schools had no specialised ICT Teachers employed by the MoGE. Furthermore, results showed that 11 (73%) Schools had 20 computers or more, three (20%) Secondary Schools had 10 computers or more but less than 20 and one Public Secondary School had less than 10 computers. It was also established that the introduction of compulsory ICT Subject had a positive impact on Teachers‟ Literacy and Competences in ICT and Pupils‟ Literacy in ICT, but had a negative impact on Pupils‟ Performance in the Final ICT Examinations due to lack of ICT Equipment. Findings may be used by Standards Officers, Head teachers and teachers to improve the management of ICT subject in the schools and as reference for further studies. The study concluded that the transfer of ICT literacy skills to Pupils may not have been effective due to lack of Specialised ICT Teachers and Equipment.
Keywords: Specialised ICT Teachers, ICT equipment, Examination results, ICT Literacy, Zambia.","Simulwi, Leslie",2020-08-06T09:09:05Z; 2020-08-06T09:09:05Z; 2019,https://dspace.unza.zm/bitstreams/2c208466-cbfd-44bc-89d1-76a4cc241399/download,Information and Communication Technology-- Study and teaching,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/6357,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/5235,,"Status of career guidance services in selected special schools for the hearing impaired learners in Lusaka, Zambia","THESIS M.ED; The purpose of this study was to investigate the status of career guidance service provision
in selected special schools for the hearing impaired learners in Lusaka, Zambia. The
objectives of the study were to establish whether career guidance service were available to
learners with hearing impairment; assess the type of career guidance services available for
learners with hearing impairment; determine how beneficial the current career guidance
services were to learners with hearing impairment; explore challenges, faced by guidance
teachers in the provision of career guidance services to learners with hearing impairment in
special schools. A case study was used to conduct the study. The sample size was 55
respondents. These were broken down as five head teachers, five heads of departments, five
career guidance teachers and 40 learners with hearing impairment in selected special
schools in Lusaka in Zambia. The study findings revealed that special education teachers in
the selected schools of study provided career guidance services to learners with hearing
impairment. Both girls and boys with hearing impairment benefited. Learners with hearing
impairment were seen to own shops and sold goods in town which enabled them to earn a
living. It was also evident from the findings that learners in Grade 12 more than other
grades accessed career guidance services in the selected schools. Guidance teachers faced a
lot of challenges in the provision of career guidance services to learners with hearing
impairment in special schools which included communication difficulties, limited
availability of materials such as teaching and learning aids, limited time allocation for
career guidance, lack of trained guidance and counselling teachers in schools, lack of office
accommodation; limited resources; lack of co-operation or support from other teachers and
school administrators and indeed work over loads among guidance teachers in selected
special schools.
Arising from the study findings, the research has recommends that: the Ministry of General
Education should employ trained full-time guidance and counselling teachers in schools,
provide appropriate and adequate materials for career guidance purpose, put in place a
deliberate policy on guidance and counselling in schools that allow provision of career
guidance to learners with hearing impairment and conduct regular fresher courses or
workshop on sign language in order to improve communication between guidance teachers
and learners with hearing impairment.","Lambwe, Tumpe Kayange Ethel",2018-07-11T09:12:16Z; 2018-07-11T09:12:16Z; 2017,https://dspace.unza.zm/bitstreams/d3e6459c-31d4-4aa9-a0df-7c49afc600fa/download,Career and guidance--Study and teaching--Hearing impaired--Learners--Zambia,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/5235,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/6437,,Assessing soft skills among students with disabilities in teacher training institutions in Zambia.,"This paper presents results of a study conducted to assess soft skills among students with disabilities in four (4) teacher training institutions in Zambia. The study, conducted in 2014 in two Zambian universities and two colleges of education randomly sampled thirty seven (37) students with disabilities. The study used a selected set of Dr Karen Wolffe’s (2011) ten (10) category transitional competencies. Using a quantitative approach, respondents were required to answer ‘Yes’ or ‘No’ to whether they were able to perform certain soft skills or not. Data was analyzed using SPSS. The study discovered that students with disabilities lacked compensatory related skills. They also lacked skills and opportunities for leisure. They however recorded having socialization skills, real life related skills, self-advocacy and problems solving skills.  Among the many recommendations, institutions training teachers should design courses or integrate into existing courses the necessary soft skills.","Muzata, Kenneth Kapalu",2020-09-24T14:26:01Z; 2020-09-24T14:26:01Z; 2018-06-20,https://dspace.unza.zm/bitstreams/ac2f3c4b-777c-41ce-a54b-d4787a84b3b7/download,Soft skill.; Students with disabilities.; Student teachers.; Curriculum.,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/6437,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/6228,,Application  of information and communication technologies in library and information services to distance learning students at the university of Zambia.,"Thesis; Although the University of Zambia (UNZA) in its 2013-2017 strategic plan intends to meet
increased demand for university education through expanded provision of Open Distance
Learning as an option for mass teaching, there is no mention of an equitable increase in library
and information resources and services. Several studies and Standards for distance learning
library services have stressed the need for equitable access to library services for both on-campus
and off-campus (distance) learners. Sadly, there has been a steady decline in library and
information service provision to the distance learner. This study therefore sought to explore
ways in which Information and Communication Technology (ICT) could be applied to enhance
library and information service delivery to distant learners (DLs). It further sought to propose an
ICT framework on library and information services support to distance learners at the University
of Zambia.
A survey methodology was used to collect data on distance learners’ competencies to access
information using ICTs, policy on distance learning library services and the extent to which ICTs
were being used in both access to and provision of distance learning library services.
Questionnaires were used to collect data from 100 distance learners while interviews were used
to collect data from 5 librarians and a member of staff from Learner Support, Institute of
Distance Education (IDE). The total number of respondents was therefore 106. All the
respondents were purposely selected. Quantitative data was analysed using statistical analysis
softwaThe study has revealed that distance learners do possess ICT skills required to access ICT
enabled resources and services (as revealed by 77%) but the major drawback was that these
resources and services were not accessible remotely. It has further been established that in as
much as distance learners had abilities to use ICTs like computers, most learners expressed lack
of online search skills (73%) as well as problems in using UNZA e-resources. Thus learners may
require user education in terms of information literacy, ICT literacy and general library use.
Furthermore, a policy, which is a pre-requisite to successful distance learning library support, did
not exist at UNZA. Additionally, the extent of ICT use in library support to the DL was low to
almost non-existent. As learners seemingly possessed requisite ICT skill and as skill can in any
case be developed through training, skill would not be a major drawback in model application.
In order to effectively meet the information needs of the distance learner, the study therefore
recommended that: the UNZA library adopt the proposed model of ICT library resources and
services to the distance learner; employ extensive use of ICT in library support;
establish/strengthen co-operative linkages with other universities; and that the Library and
Information Association of Zambia establishes ‘Best Practices’ that should act as a benchmark
for library support to the distance learner and as such institutions should be able to evaluate their
services against this minimum standard.","Imasiku, Inonge",2020-07-17T07:49:56Z; 2020-07-17T07:49:56Z; 2016,https://dspace.unza.zm/bitstreams/6db20e5f-bbb6-44a8-b258-ab51e1c3d3f9/download,ICT--Distance students--Zambia; ICT--Frame work--Distance students--Zambia; ICT-Library and information services--Distance students,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/6228,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/8583,,Assessing the impact of the response to gender-based violence (GBV) interventions in Gwembe district.,"Thesis of Master of Science of Public Health; Background: Records at the Victim Support Unit (VSU) of the Zambia Police Service show that  reported GBV cases annually from 2012 indicate an upward increase from 12,924 cases in 2012  to 18,080 in 2015, and 22,073 cases in 2018, to 25,121 cases in 2019, while in 2020 cases shot to 
26,370 before showing a slight drop to 20,540 in 2021. (www.zambiapolice.gov.zm).  Main objective: To assess the effectiveness of the response to Gender based violence interventions  against women and girls in Gwembe district. Method: A quantitative cross sectional survey that was “Assessing the impact of the response to  Gender Based Violence (GBV) intervention in Gwembe District-Zambia’’ The study was a  descriptive cross-sectional in nature where a multistage random sampling procedure was used to  select 8 wards and 16 villages. A systematic sampling was used to determine household interval  in each village. A total of 102 respondents had either experienced or survived GBV in Gwembe  district plus 17 key informants (implementers/stakeholders) comprised the sample under study.  The study used semi-structured questionnaires to collect primary data. The study report is  presented using descriptive statistics namely, frequencies and percentages.  The findings were as follows: women realization of corporal punishment as being abuse stood at  89.9%, while whether GBV cases had declined in Gwembe district declined was 76.5%. However,  reporting of cases of abuse to VSU stood at only 9.8%. With regard to impact of the response interventions against GBV in Gwembe district, efforts to  bring the perpetrators to book by VSU was (10) 100% of 10 survivors, however the (92) 90.2% of  102 survivors did not report their abuse to VSU but handled the abuse domestically, usually by  survivors’ relatives who charged the perpetrator with an animal e.g cow or some goats. The study  found a significant relationship between distance and reporting of abuse to VSU as the majority of 
women (72) 70.6% of 102 women who survived GBV lived within 5km radius, while survivors  that lived beyond 15 km accounted for (22) 21.6 %, thus distance was a hindrance to reporting of  cases. The study recommends that Government and cooperating:  i. Establish a GBV response centre within Gwembe valley.
ii. To consider establishing a GBV one stop centre in  Gwembe.","Malambo, Morris Debson",2024-04-30T10:01:00Z; 2024-04-30T10:01:00Z; 2023,https://dspace.unza.zm/bitstreams/b7245c55-7ee9-4abe-a2f7-bf91d4c3e1db/download,,,Gender and Development,https://dspace.unza.zm/server/oai/request;https://dspace.unza.zm/handle/123456789/8583,Gender and Development
UNZA DSpace,oai:dspace.unza.zm:123456789/5392,,"Outbreak of anthrax among humans and cattle in Western province of Zambia, November 2016 to January 2017","An outbreak of anthrax in Western province, Zambia.; An outbreak of anthrax occurred in Western province on 11th November 2016. The outbreak was confirmed using PCR. Out of the 7 specimens examined for Bacillus anthracis, 3 were positive. Altogether 67 suspected cases were investigated out of
which one death (1.5%) was reported. Over half of the cases were of age 15 years or older (56.1%) and males (56.7%). Four peaks were identified on the epidemiologic curve suggesting multiple sources of infection. Factors associated with the outbreak
included: animal movement, belief that all the dead animals have to be eaten ‘there is no grave for animals’ and animals on loan (mafisa) cannot be disposed of without owners’ approval, hunger land low levels of animal vaccination coverage. In conclusion, disposal of carcasses should be done by burning and burying followed by decontamination. Certificates should be issued to show that disposal was conducted by government. Anthrax vaccines should be given to farmers free of charge through Ministry of Livestock and Fisheries; Office of Global AIDS/US Department of State","Kasese-Chanda, N; Mulubwe, B; Mwale, F",2018-09-14T15:05:28Z; 2018-09-14T15:05:28Z; 2017,https://dspace.unza.zm/bitstreams/456f549f-d2c1-4c31-bb65-7353801fc270/download,Anthrax---Zambia; Bacillus anthracis---Zambia; Bacillus anthracis Infection---Zambia,,Agriculture,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/5392,Agriculture
UNZA DSpace,oai:dspace.unza.zm:123456789/6300,,Perspectives of health workers on traditional medicine Integration into conventional medicine in selected Health facilities in Zimba district,"Over the years, many researchers have tried to address how to integrate traditional
medicine with investment expropriation. While some countries have well
managed to combine both Traditional Medicine (TM) and Conventional Medicine
(CM) others have not. In many African, South American and Asian countries, TM is
used in parallel with conventional medicine but this often comes with considerable
difficulties. This is particularly true for what may be considered indigenous diseases
that may not easily relate to a conventional diagnosis and poses issues regarding patient
centred communication. With this situation at hand some integration between the two
systems needs to be encouraged and further, this is because the practice of traditional
medicine in Zambia is probably on the increase in spite of the great advances in
orthodox medicine. This study aimed at studying the perspectives of health care
providers on the integration of traditional medicine with conventional medicine. This
was done by exploring attitudes towards integration of TM and CM, assessing the
perceived benefits and risks of TM and by understating the motive behind referring
patients to traditional healers.
The study employed a case study design and was conducted in Zimba district in
Southern province of Zambia and targeted health workers among them nurses, doctors,
clinical officers and community health assistants. The study sample was 20 key
informants purposely selected. Purposive sampling was also used to select six health
facilities out of 11 found in Zimba. Content analysis was used for data analysis. Firstly,
the data was transcribed manually and themes were identified upon which content
analysis was based. Further some background data such as age, sex, occupation, beliefs
of respondents in witchcraft etc. was entered and analysed using SPSS version 22 and
presented in form of descriptive statistics.
In terms of background characteristics, the study found that majority of the respondents
were male (60%), and in the age bracket of 25-36 (50%) and majority were community
health assistants (45%). The study also found that majority of respondents (75%)
believed that some illnesses were caused by supernatural powers such as witchcraft.
Further, the study found that majority of respondents believed that TM has power to
cure certain illnesses such as epilepsy, STIs etc. Furthermore, the study established that
majority of health workers support the integration of TM and CM with those against
integration being in the minority. Additionally, the study established that majority of
health workers interviewed were comfortable to refer a patient to try TM if CM fails.
The study found that TM use was characterized by uncertainties in terms of its benefits
and risks. Health workers support its integration. The study therefore recommends that
government must come up with a policy to support the integration of TM with CM.
Keywords: Integration, Tradition medicine, Convention medicine, Healthcare
providers","Hamanyanga, Namuyaba",2020-07-21T10:21:13Z; 2020-07-21T10:21:13Z; 2019,https://dspace.unza.zm/bitstreams/a9bed010-268a-4e9d-97b8-856074e20b0f/download,Traditional medicine--Zambia; Conventional Medicine--Zambia,,Health,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/6300,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/4703,,A profile of community based acute poisoning and its associated mortality at the university teaching hospital in Lusaka in 2015,"ABSTRACT Background: Acute poisoning remains a common method employed for suicide worldwide. World Health Organization (WHO) estimates that about 0.3 million people die every year worldwide due to various poisoning agents.  Methodology: The study was a cross-sectional descriptive study. A retrospective survey of acute poisoning cases presenting at U.T.H medical emergency department was undertaken. This was conducted by identifying and reviewing all acute poisoning cases that presented at this department during the period 1st January, 2015 to 31th December, 2015 (a period of 12 months). A total of 131 patients’ medical records and charts on poisoning were reviewed. The data was thereafter analyzed by using statistical package of social science (SPSS). All statistical tests were at 5% significance level.  Results: Of the 131 acute poisoning cases reviewed, 51.1% were female. Most patients (53.4%) were single and 47.3% were unemployed. Acute poisoning cases occurred more in the age-group of 20-39 years (49.6%). Most of poisoning cases (58.8%) occurred in areas associated with poor socio-economic status. Organophosphate poisoning accounted for (38.2%) of all the poisoning cases. Other common agents/drugs used were paracetamol tablets (7.6%), antibiotics (6.1%), antiretroviral (ARVs) (3.1%) and household chemicals (11.5%). Thirty four patients (26%) took more than one drug/ agent. Out of 109 patients who had the reason for their poisoning stated, 57 patients had relationship disharmony (32 married, 25 unmarried). Fourteen patients had family issues which mainly resulted from conflicts with parents and grandparents. The psychosocial problems of the 16 patients were not specified and accidental poisoning was seen in 5 patients. Majority of the patients (85.5%) were discharged without any complications and the mortality rate was observed at 4.6%. Low GCS (< 8) and hypothermia were common clinical features amongst patients that got admitted. The association between mortality and poisoning associated with alcohol was found to be statistically significant (p=0.04).  
Conclusion: Acute poisoning is still a common phenomenon, majorly amongst females in the age group of 20 – 39 years, with poor quality of life. Relationship disharmony is the most common reason for poisoning. Organophosphate poisoning accounted for most of the poisoning cases. Drug/agent used can only be curtailed to a minimal extent. Prevention through early detection of vulnerable patients and early psychological management should be our goal.","Mwanza, Boris",2017-07-05T10:16:58Z; 2017-07-05T10:16:58Z; 2017,,"Poisoning,Acute.; Acute poisoning.",,Health,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/4703,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/7615,,An investigation of factors that cause conflict between refugees and the host communities in Lusaka district.,"Thesis; Zambia has been hosting refugees immediately after attaining its independence. The country has an open door policy for asylum seekers and refugees seeking protection in Zambia. For over five decades, Zambia has hosted thousands of refugees from Angola, South Africa, Mozambique, Burundi, Rwanda, and Uganda and the Democratic Republic of Congo among others. 
From inception, Zambia has an encampment policy which entails that refugees are supposed to reside in specified settlement camps and movement to other parts of the country is restricted. However, the world is changing and refugees globally are opting to live in urban areas as opposed to living in settlement camps in rural areas. This is largely due to social and economic hardships camp life presents.  The movement of refugees to urban areas presents its own share of challenges on the host communities in the urban areas.
The study therefore aimed at investigating the factors that cause conflict between refugees and the host communities in Lusaka district. The sample was drawn from refugees residing in Lusaka as well as Zambians residing in the same locality as refugees. Further, the sample included officers from institutions working closely with refugees.
The research study revealed that there were low levels and incidents of conflicts between refugees and their host. The major factors of conflict between the two populations were attributed to social and economic factors
In Zambia, refugees are moving to urban areas in search of better opportunities.  This movement has shown to present both positive as well as negative impacts on the host communities. It is therefore important to understand what is causing refugees to move from the rural settlements to urban areas and factors causing conflicts between the refugees and the host communities in Lusaka.","Mwansa, Elizabeth",2022-07-07T13:39:57Z; 2022-07-07T13:39:57Z; 2022-07-06,https://dspace.unza.zm/bitstreams/f8699630-0013-409a-8155-b63661068eda/download,Refugees and host communities.,,Governance,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/7615,Governance
UNZA DSpace,oai:dspace.unza.zm:123456789/1541,,Challenges hiv positive married persons attending kanyama clinic face in using condoms,"The ideal situation is that HIV positive married individuals ought to use condoms throughout their sexual life in view of preventing themselves from HIV reinfection except when the couple opts to have a child. However, from the time the ART program was scaled up in various health centers in Zambia almost five years ago, the rate of condom use among concordant HIV positive couples has not been studied and there are many issues that remain unknown. This study was designed to answer four research questions which are: (i) what is the condom use rate like among HIV positive married couples? (ii) Regarding their status of being HIV positive and married, what challenges do they experience sexually? (iii) In what ways do they cope? and (iv) noting the rate of condom use, why do they sexually behave in the manner they do ?
The study was specifically carried out at Kanyama ART clinic in one of the consulting rooms and a qualitative research rooted in the abductive research was used. The data for this study were drawn only from HIV positive married patients on ARV's attending the ART clinic. Theoretical sampling of HIV positive married patients was the main stay for the study. Each respondent was interviewed in-depth and data was analyzed using content analysis informed by grounded theory.
The findings were that 14 (25 per cent) of the couples were consistent in using condoms when having sexual intercourse, 27 (47 per cent) were inconsistent and 16 (28 per cent) did not use any condoms at all. Respondents in this study experienced nine challenges which ranged from : (i) experiencing adverse effects due to condom use (ii) violence when denied sex without a condom, (iii) failure to convince partner to use a condom, (iv) desiring to have children and stopping to use a condom (v) quarrels on account of refusing to use a condom,(vi) desire for maximum pleasure (vii) lack of availability of condoms at the facility and cost of condoms which seemed to be high , (viii) refusal of advice and (ix) no problems at all with using the condom. On account of these challenges, the respondents used cognitive strategies and behavioral strategies to cope. Cognitive strategies included attempts to change the way one thinks about sex with condom use or not and behavioral strategies included one taking an attempt to reduce the impact of sexual stress. Specifically respondents coped in the following six ways (i) saying no to sex (ii) abstaining from sex if no condoms were not to be used (iii), rarely having sex , (iv) sought an alternative sexual partner because condoms were demanded in marriage (,iv) negotiating sex proved difficult and (vi) others did nothing at all. The reasons for selecting various coping strategies and whether to use or not use a condom were varied and the following stood out: (i) gender and the influence of patriarchy or (ii) one resigned and agreed to have sex with a condom in order for peace to prevail or (iii) one had to have sex because culture prescribed so, or (iv) one had experienced adverse effects warranting to use condoms or not to use condoms at all, or (vi) sex without a condom was pleasurable , or one had a number of fears and (viii) the fact that both were of the same status, sex with a condom was of no consequence.
The conclusion is that there are marked challenges of adhering to the condom prescription in marriage among people living with HIV and AIDS and on HAART as observed by the low rates of condom use. The challenges that women mostly face than men with condom use within marital partnerships are extremely immutable. It is recommended that Kanyama clinic considers the following measures to fortify HIV and AIDS health promotion and prevention programs within the ART Clinic:1.The government with its collaborating partners concern, should consider coming up with economic empowerment programmes for women, such as micro credit loans, in order to empower the disadvantaged women and in the long run, alleviate themselves from the economic dependence they have on their husbands, so that they would be able to mitigate their failures the perpetually encounter with their husbands, in deciding to use a condom as it is often outside of their control due to poverty they face.2.Adherence counseling ought to be holistic in the sense that it encompasses messages that include effective pleasure-based safer sex information and emphasize: on the benefits of treatment adherence and also to deliberately draw appointments that enables couples to be counseled together rather than have separate appointments in order to enable the disadvantaged women to bring up issues/matters their husbands hold off using condoms in the midst of the adherence counselor to address.
3.	Introducing during regular screening or adherence assessments checking for biological markers such as sperm on vaginal smears, screening for pregnancy at random visits and evidence of sexually transmitted infection, so that the verb consent HIV positive married individuals indicate for condom use when they are asked during adherence counseling is clinically backed up or supported and also in order not to overestimated condom use basing on the manner condoms are collected from the clinic, but be estimated basing on the use.
4.	The results of this study confirm that some married men are unwilling to use condoms at least some of the times and others all of the times. The promotion of condoms within such relationships needs to be strengthened in all HIV prevention programs, largely because resistance against condom use is difficult to overcome.","Chelu, Lazarous Chikoyi",2012-08-02T13:27:34Z; 2012-08-02T13:27:34Z; 2012-08-02,https://dspace.unza.zm/bitstreams/623d7815-c7d8-4e9d-b4d4-433c902131a9/download,Safe sex in aids prevention; HIV- - Zambia,,Health,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/1541,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/680,,"A study of factors leading to criminal abortions among teenagers in Lusaka, Zambia","The study investigated factors precipitating teenage criminal abortions, in Lusaka, Zambia. In this respect, several issues were
examined and studied. These included attitudes portrayed by various social and cultural institutions towards premarital
pregnancies among teenagers; these institutions such as, the family, the church, the school and aspects of the Legal system,(that is the abortion law in Zambia) were studied to determine the extent to which they influence and affect criminal abortions among young people. For this the survey method was used.The major findings were: That, there is a significant
relationship between attitudes portrayed by society towards premarital pregnancies and the incidence of criminal abortions
among teenagers. The negative attitude which the family, the church and the school have towards such pregnancies often forces teenagers to resort to criminal abortion. Premarital pregnancies among teenagers are still looked upon as a shameful and immoral act.It is also argued that the existing abortion law contributes to the consistent prevalence of criminal abortions.The findings indicate that teenagers who are supposed to utilize legal facilities for abortion are not aware of their existence or
find them too bureaucratic and unaccommodating in so far as their interests are concerned. In the Light of this, there is a strong relationship between the non-awareness of the abortion law and the
incidence of criminal abortions. Also, the restrictive nature of the law was found to be a significant factor in the decision to
have illegal abortion.","Mwila, Evelyn.",2011-08-29T09:08:03Z; 2011-08-29T09:08:03Z; 2011-08-29,https://dspace.unza.zm/bitstreams/8e8e436b-6e26-4879-bbf2-5410c6b81774/download,Abortion- -Zambia,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/680,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/457,,The effects of education boards on the operations of basic schools in Zambia : A case of selected District education boards in the Copperbelt Province,"The study looked at the effects of Education Boards on the operations of basic
schools in Zambia. It was carried out in Ndola and Masaiti Districts in the
Copperbelt Province where Education Boards were first piloted in 1995. The study employed both qualitative and quantitative methods. A sample of 268 respondents was selected for the study from 10 basic schools in Ndola and 10 basic schools in Masaiti Districts.The study used questionnaires, semi structured interviews and Focus Group Discussions to collect data. Quantitative data collected from questionnaires was analysed using the Statistical Package for Social Sciences (SPSS). Data from interviews and Focus Group Discussions were analysed qualitatively by coding and grouping similar themes together into groups using constant comparative techniques. The study used Tables, Charts and Graphs in the examination and presentation of data after analysis.The findings of the study revealed that District Education Boards had improved
the operations of basic schools in a number of ways. For instance, the supply of
teaching/learning materials and equipment by the Boards, and frequent visitations to schools by Education Standards Officers for monitoring purposes were found to be significant factors that supported the smooth operations of basic schools as they led to quality education provision. The study also found out that the Boards supported Continuous Professional Development of the teachers in schools which greatly motivated the teachers to improve their performance resulting into school improvement. In addition, the study revealed that the Boards formulated local policies which were in line with national policies to provide direction to basic Schools under their jurisdiction, and regulated enrolment levels and fees charged in basic schools as a way of maintaining quality standards in schools. The study further showed that the Boards closely monitored and supervised basic schools through the information that they requested for and received from them, and that all basic schools received grants termly through their respective Boards. These funds were used to purchase items such as note books for teachers, chalk, pens and pencils which in turn enhanced the operations of these basic schools. The study also found out that most basic schools witnessed either rehabilitation or construction which changed the faces of their buildings thereby attracting teachers and pupils to attend classes in a condusive environment.The study revealed that the Boards did not succeed in the following areas:mobilization of local resources and recruitment of additional staff in schools
where staffing levels did not match with their establishment so as to supplement
government efforts; and in the involvement of the Governance bodies by the Management teams in planning and decision making for the operations of basic schools.","Mvula, Kadange Van-Wyk",2011-06-03T07:52:10Z; 2011-06-03T07:52:10Z; 2011-06-03,https://dspace.unza.zm/bitstreams/f3a8c9e4-c4b5-4999-b570-abc3a8486275/download,Education -- Zambia,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/457,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/1757,,A comparative study of gastrointenstinal nematode infection in traditional and commercial chickens and efforts of anthelminthic treatment on production,"Helminthosis is a very important disease condition aflfecting the poultry industry, especially the traditionally reared free ranging chickens. The traditionally reared poultry farming system constitutes over 50% of the poultry industry in Zambia (Hameenda, 1985), however, very little work has been done to establish the extent of helminth infection in the Zambian free-range poultry industry. The aim of this research therefore was to investigate various aspects of helminth infections in poultry with the hope of collecting base line data and suggesting control measures that will ultimately help reduce the suspected high prevalence of helminths and thus increase the productivity of the poultry industry in general.The prevalence of the gastrointestinal nematode parasites was evaluated in poultry in three management systems in and around Lusaka and in Shibuyunji area, Mumbwa District, Zambia. A low prevalence (2.5%) with only two nematode species {Ascaridia galli and Heterakis gallinarum) was observed in the commercially reared chickens. A level of 12.5% was observed in the semi-intensively reared chickens with Ascaridia galli, Gongylonema ingluvicola, Heterakis gallinarum and Tetrameres americana. Finally, a prevalence of 100% was obtained in the traditionally reared free-ranging chickens. This included the above six mentioned nematodes ^hxs Acuaria hamulosa and Allodapa suctoria. The prevalence in the latter management system was significantly (p < 0.01) higher than in the commercial and the semi-intensive management systems.These observations do suggest that the type of management system practiced greatly influence the prevalence and incidence of helminth infections.The effects of helminthosis on the weight gain in the traditionally reared chickens was observed with one group treated with Levamisole (25% m/v) and the other group a non-treated control. The mean weight of the two groups at the end of the 15 weeks study were, 623±574 g in the untreated control group and 812.8±51.4g in the treated group. There was a strong negative correlation (r =-0.780, r^= 0.61) between the weight gain and the worm burden in the untreated control group and a weak negative correlation (r =-0.261, r^ 0.07) between the weight gain and the worm burden in the treated experimental group. It was noted that anthehnintic treatment of young birds would improve the weight gain capacity of the flock of a traditional farmer.An evaluation study was carried out on the efficacy of a commonly used anthelmintic in Zambia, piperazine (lOOOmg P.HC1) in comparison with two other anthelmintics i.e. albendazole (75% m/v) and levamisole (25% m/v). Percentage efficacy against Ascaridia galli was 100%, 100% and 52.4%, for albendazole, levamisole and piperazine respectively. Against Heterakis gallinarum was 96.2%, 89.3% and 27.9%, and for Allodapa suctoria was 95.1%, 89.6% and 28.6% for albendazole, levamisole and piperazine respectively. The mean worm counts for the groups were, control (70.59), albendazole group (3.55), levamisole group (9.67) and piperazine group (58.6). This indicates that Piperazine is not the best anthelmintic to use any more in the poultry industry in the country.","Ziela, Moses",2012-09-17T08:40:38Z; 2012-09-17T08:40:38Z; 2012-09-17,https://dspace.unza.zm/bitstreams/e058068a-fdd6-420d-ab9e-8fc293a6ca3d/download,Poultry--diseases; Chickens,,Manufacturing,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/1757,Manufacturing
